0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.0,0.0,5.906473577653713e-08,13.88888888888889,0.0,0.0,0.0002444433671580689,-0.0015896072133372782,0.001996927745750752,-0.001533068878525471,0.0,0.0,1.998534522159238,-6.399132359383642e-06,3.9985345221592348,-6.517261830936716e-06,5.998534522159232,-6.63539130248979e-06,7.998534522159228,-6.753520774042864e-06,9.998534522159224,-6.871650245595939e-06
0.0,0.0,3.884400208489279e-06,13.873710052268578,0.034080959111452105,-0.350965081199639,-0.0009913700775380759,-4.347925025028449e-06,0.004041384989470949,0.0007404279272194598,0.0001223468852021309,0.0001223468852021309,1.999707884342118,-1.3492745006474598e-05,3.9997078843270293,-2.126154542343362e-05,5.99970788431194,-2.9030345840392638e-05,7.999707884296851,-3.679914625735166e-05,9.999707884281763,-4.456794667431068e-05
0.0,0.0,1.3639206303165394e-05,13.843220665236037,0.03439180289860812,-0.34514427342806725,-0.0020204394990012003,0.0013327615275662182,0.003979404156167637,0.0007915391040841715,0.0001295536646155659,0.0001295536646155659,2.0011327782931323,-3.3884563919223224e-05,4.001132778107105,-6.116297652470825e-05,6.001132777921077,-8.844138913019328e-05,8.001132777735048,-0.00011571980173567832,10.00113277754902,-0.00014299821434116334
0.0,0.0,2.8923238927890413e-05,13.808965026960225,-0.1089877452934161,-0.25931741359648564,-0.0028548390708719924,0.0014872528984834104,-0.005174186046894273,-0.00835770189335785,-0.0003331696071924665,-0.0003331696071924665,2.002887654624591,-6.98606931597687e-05,4.002887653788038,-0.00012770717100748428,6.002887652951484,-0.00018555364885519983,8.00288765211493,-0.00024340012670291537,10.002887651278376,-0.00030124660455063093
0.0,0.0,4.5611120414298555e-05,13.774015696552349,-0.15136970544699577,0.0561867209016575,-0.0031290567366946006,0.0015604892509251803,-0.007764275468289375,-0.011005855931670623,-0.0004801330229692152,-0.0004801330229692152,2.0049902219978084,-0.00010822223979889725,4.004990219917434,-0.00019944448059586498,6.004990217837059,-0.0002906667213928326,8.004990215756685,-0.00038188896218980037,10.004990213676312,-0.0004731112029867681
0.0,0.0,5.757489874517467e-05,13.739552065500012,-0.0392518308246508,0.37270691569783015,-0.002850051883558844,0.001963664986414102,-0.0003454195812928547,-0.0036297165043152778,-0.0001518673447129059,-0.0001518673447129059,1.9974403921880566,-0.00012489096973370594,3.9974403888731875,-0.00024004076716043754,5.997440385558318,-0.00035519056458716914,7.9974403822434486,-0.0004703403620139007,9.99744037892858,-0.0005854901594406324
0.0,0.0,6.273001478286053e-05,13.706351334451583,0.08706646298523987,0.37800540405846894,-0.002517031028266268,0.0023094498983070467,0.007733250080880423,0.004344904972774344,0.00020576708891857052,0.00020576708891857052,2.000228803870561,-0.00011200942055573247,4.000228799935507,-0.0002374694500391715,6.000228796000453,-0.0003629294795226106,8.000228792065398,-0.0004883895090060496,10.000228788130343,-0.0006138495384894886
0.0,0.0,6.481909376306208e-05,13.674881375238622,0.11057605852838595,0.11193226555134679,-0.0024803991531202533,0.002310327303821723,0.009162853860626407,0.0056575723829185,0.0002740065438064549,0.0002740065438064549,2.003340023120945,-8.355850902252659e-05,4.00334001891943,-0.0002131966964578713,6.003340014717914,-0.000342834883893216,8.0033400105164,-0.00047247307132856073,10.003340006314884,-0.0006021112587639054
0.0,0.0,7.03921356791721e-05,13.645377741647076,0.23145915081258853,-0.25326833183712794,-0.0022831738750507544,0.002441651097113148,0.016472705452382493,0.012784361588852792,0.0005075333247626156,0.0005075333247626156,1.9967552690593549,-6.486168113930651e-05,3.9967552641043023,-0.0002056459523813851,5.99675525914925,-0.0003464302236234637,7.996755254194197,-0.00048721449486554234,9.996755249239143,-0.0006279987661076209
0.0,0.0,8.808599918004644e-05,13.617843616557787,0.13075700809713448,-0.7080460735427029,-0.0025078619600150997,0.0021056870967219843,0.010030668149057424,0.006241902210219258,0.00029712568311123785,0.00029712568311123785,2.0004547265675345,-9.163366528672241e-05,4.000454718808392,-0.00026780566341899143,6.000454711049248,-0.0004439776615512603,8.000454703290105,-0.0006201496596835292,10.000454695530962,-0.0007963216578157982
