,num,Time,traj_tx,traj_ty
3249,1,32.49,120.0285362,52.33508866
3250,1,32.5,119.9869654,52.37229385
3251,1,32.51,119.9453255,52.40942158
3252,1,32.52,119.9036168,52.44647173
3253,1,32.53,119.8618393,52.48344417
3254,1,32.54,119.8199933,52.52033879
3255,1,32.55,119.7780788,52.55715546
3256,1,32.56,119.7360961,52.59389407
3257,1,32.57,119.6940453,52.6305545
3258,1,32.58,119.6519265,52.66713662
3259,1,32.59,119.6097398,52.70364032
3260,1,32.6,119.5674855,52.74006547
3261,1,32.61,119.5251637,52.77641197
3262,1,32.62,119.4827746,52.81267968
3263,1,32.63,119.4403182,52.84886848
3264,1,32.64,119.3977947,52.88497826
3265,1,32.65,119.3552043,52.92100891
3266,1,32.66,119.3125472,52.95696028
3267,1,32.67,119.2698234,52.99283228
3268,1,32.68,119.2270331,53.02862477
3269,1,32.69,119.1841766,53.06433764
3270,1,32.7,119.1412538,53.09997076
3271,1,32.71,119.0982651,53.13552403
3272,1,32.72,119.0552104,53.17099731
3273,1,32.73,119.0120901,53.20639049
3274,1,32.74,118.9689042,53.24170344
3275,1,32.75,118.9256528,53.27693605
3276,1,32.76,118.8823362,53.3120882
3277,1,32.77,118.8389545,53.34715976
3278,1,32.78,118.7955077,53.38215062
3279,1,32.79,118.7519962,53.41706066
3280,1,32.8,118.70842,53.45188975
3281,1,32.81,118.6647793,53.48663777
3282,1,32.82,118.6210742,53.52130461
3283,1,32.83,118.5773049,53.55589014
3284,1,32.84,118.5334715,53.59039425
3285,1,32.85,118.4895742,53.62481681
3286,1,32.86,118.4456131,53.6591577
3287,1,32.87,118.4015884,53.69341681
3288,1,32.88,118.3575002,53.727594
3289,1,32.89,118.3133487,53.76168916
3290,1,32.9,118.269134,53.79570218
3291,1,32.91,118.2248564,53.82963292
3292,1,32.92,118.1805158,53.86348127
3293,1,32.93,118.1361126,53.89724711
3294,1,32.94,118.0916467,53.93093031
3295,1,32.95,118.0471185,53.96453076
3296,1,32.96,118.002528,53.99804834
3297,1,32.97,117.9578753,54.03148294
3298,1,32.98,117.9131607,54.06483444
3299,1,32.99,117.8683842,54.09810271
3300,1,33,117.8235461,54.13128762
3301,1,33.01,117.7786464,54.16438907
3302,1,33.02,117.7336854,54.19740693
3303,1,33.03,117.6886631,54.23034109
3304,1,33.04,117.6435798,54.26319141
3305,1,33.05,117.5984355,54.29595778
3306,1,33.06,117.5532304,54.32864008
3307,1,33.07,117.5079647,54.36123818
3308,1,33.08,117.4626386,54.39375198
3309,1,33.09,117.4172521,54.42618135
3310,1,33.1,117.3718054,54.45852616
3311,1,33.11,117.3262987,54.4907863
3312,1,33.12,117.2807321,54.52296166
3313,1,33.13,117.2351058,54.5550521
3314,1,33.14,117.1894199,54.5870575
3315,1,33.15,117.1436746,54.61897776
3316,1,33.16,117.09787,54.65081274
3317,1,33.17,117.0520062,54.68256234
3318,1,33.18,117.0060835,54.71422642
3319,1,33.19,116.9601019,54.74580487
3320,1,33.2,116.9140616,54.77729757
3321,1,33.21,116.8679628,54.8087044
3322,1,33.22,116.8218056,54.84002524
3323,1,33.23,116.7755902,54.87125997
3324,1,33.24,116.7293166,54.90240848
3325,1,33.25,116.6829852,54.93347068
3326,1,33.26,116.636596,54.96444649
3327,1,33.27,116.5901492,54.9953358
3328,1,33.28,116.543645,55.02613852
3329,1,33.29,116.4970835,55.05685456
3330,1,33.3,116.450465,55.08748383
3331,1,33.31,116.4037895,55.11802624
3332,1,33.32,116.3570573,55.14848168
3333,1,33.33,116.3102685,55.17885008
3334,1,33.34,116.2634233,55.20913134
3335,1,33.35,116.2165218,55.23932536
3336,1,33.36,116.1695642,55.26943205
3337,1,33.37,116.1225507,55.29945133
3338,1,33.38,116.0754815,55.32938309
3339,1,33.39,116.0283567,55.35922724
3340,1,33.4,115.9811764,55.38898369
3341,1,33.41,115.9339409,55.41865236
3342,1,33.42,115.8866503,55.44823314
3343,1,33.43,115.8393048,55.47772594
