,0
0,0.20498516
1,-0.5311895
2,-0.47009164
3,-0.08988397
4,-0.9916208
5,-0.57167643
6,-0.7473582
7,-0.7753084
8,-0.9393056
9,-0.31619248
10,0.17691924
11,0.7729092
12,-0.88246137
13,-0.43932912
14,-0.6961968
15,-0.94665235
16,0.96080285
17,-0.3305684
18,-0.5581741
19,-0.69281816
20,-0.43279737
21,-0.6559499
22,0.67392415
23,-0.45267698
24,-0.039792355
25,0.85616714
26,-0.83254796
27,0.20848857
28,0.415176
29,-0.8399721
30,0.14371568
31,0.35530266
32,-0.66687626
33,0.0402738
34,-0.06824241
35,0.71704257
36,0.014885599
37,-0.89704585
38,-0.9272874
39,-0.30999023
40,0.60550934
41,-0.16419011
42,0.034750663
43,0.0034213427
44,0.40141028
45,-0.6002603
46,-0.7616375
47,-0.5977195
48,0.036970012
49,-0.3544274
50,0.42160934
51,-0.25506985
52,-0.25631797
53,0.11352675
54,-0.5465584
55,0.45806172
56,-0.5828282
57,0.6219252
58,0.24870443
59,0.44589067
60,-0.8873992
61,0.47296947
62,0.25822186
63,0.071112484
64,-0.2551771
65,0.8848192
66,0.891474
67,-0.42509183
68,0.7430969
69,-0.40615425
70,0.2931954
71,-0.9890719
72,-0.06955375
73,0.80364335
74,-0.0750684
75,-0.25570628
76,0.9377654
77,0.4424755
78,-0.022556318
79,0.2694531
80,0.44889036
81,-0.15908216
82,0.4946038
83,0.09805361
84,-0.59536904
85,0.26061356
86,0.6913717
87,0.3478384
88,-0.20726931
89,-0.89881885
90,-0.16221991
91,-0.53978884
92,-0.8983675
93,-0.2867985
94,-0.55996925
95,-0.39341107
96,0.47649193
97,-0.76376736
98,-0.98894274
99,-0.44899872
100,0.92780364
101,0.57316226
102,0.21711671
103,0.4765439
104,-0.373717
105,-0.31188545
106,-0.9806606
107,-0.3489859
108,0.6987327
109,-0.26004237
110,0.49096617
111,-0.14538033
112,-0.8293244
113,-0.91255367
114,-0.42035115
115,0.12254417
116,0.16823368
117,-0.50828063
118,0.9816678
119,0.5994906
120,-0.28819373
121,0.89716196
122,-0.8297351
123,-0.258684
124,-0.18722735
125,-0.81940156
126,0.68894625
127,0.2841708
128,-0.09501275
129,-0.6484599
130,0.4863745
131,-0.3571448
132,0.35011134
133,-0.65653235
134,-0.97280407
135,0.8231547
136,-0.01694387
137,0.31386805
138,-0.6922703
139,-0.08294987
140,-0.039911106
141,0.9439183
142,0.6339393
143,0.5959399
144,-0.19948238
145,-0.74616563
146,0.5615661
147,-0.97698313
148,0.87926024
149,-0.42817038
150,-0.98305774
151,-0.62718236
152,0.53858894
153,-0.7032509
154,-0.77355033
155,-0.26131594
156,0.48333395
157,0.43291265
158,0.42185855
159,0.22957903
160,-0.40212837
161,0.5654144
162,-0.20936339
163,-0.93364716
164,-0.019215528
165,-0.6543591
166,0.22393177
167,-0.62896824
168,-0.7452563
169,-0.19721374
170,0.058648102
171,0.17530344
172,-0.41671434
173,0.9633764
174,0.6531163
175,0.88233566
176,0.7899036
177,0.308254
178,0.6630274
179,0.59779555
180,-0.20986612
181,-0.50747555
182,0.7508756
183,0.36170053
184,0.91755754
185,0.5309254
186,-0.7361118
187,-0.09840209
188,0.39404514
189,-0.09211328
190,0.92306286
191,-0.19494638
192,0.90792996
193,0.6463007
194,0.2878979
195,-0.07674931
196,-0.5946249
197,-0.783507
198,-0.6252243
199,0.41131663
200,-0.5767654
201,0.3776154
202,-0.20216241
203,0.4522914
204,-0.84407336
205,-0.68584883
206,-0.7854893
207,-0.8571214
208,0.13001421
209,0.96698636
210,-0.17811222
211,-0.22728662
212,-0.93001574
213,0.19617315
214,-0.20174333
215,-0.5790697
216,0.52897185
217,0.34235877
218,-0.605162
219,0.19976845
220,0.2833923
221,-0.36701584
222,0.10834105
223,-0.88729876
224,-0.57213444
225,0.24217674
226,0.7421244
227,-0.76596516
228,-0.77671134
229,0.5705564
230,-0.32459503
231,0.4932302
